type,client,tx,amount
deposit,43915,1307,5830.6179481
deposit,50425,1308,8333.7952211
deposit,48132,1309,2033.655875
resolve,60086,688,
dispute,28602,501,
deposit,8416,1310,8032.89711
resolve,27927,525,
dispute,38561,1262,
withdrawal,52168,1311,2945.285
resolve,48823,255,
deposit,27099,1312,1489.07510
randomtype,1,2,5.0
deposit,28118,1313,9205.326
deposit,25118,1314,7593.26036102
deposit,54181,1315,2506.98769
dispute,32367,857,
withdrawal,27203,1316,6939.883
chargeback,52935,1009,
resolve,53595,1226,
deposit
chargeback,47379,506,
withdrawal,7284,1317,1393.0736288
resolve,52086,1186,
resolve,18914,172,
chargeback,29194,1194,
dispute,7284,1317,
chargeback,47870,159,
resolve,41996,1250,
deposit,59746,1318,7195.55
resolve,55978,700,
resolve,24805,201,
deposit,56266,1319,6682.940565
deposit,23830,1320,5713.73
chargeback,26271,414,
withdrawal,32757,1321,153.5442850
withdrawal,10736,1322,6579.0963660
withdrawal,38872,1323,3926.014
chargeback,49457,706,
dispute,33735,1221,
deposit,18360,1324,2725.617
deposit,3935,1325,9072.63862664
chargeback,59637,1236,
dispute,38312,734,
deposit,10725,1326,7835.868
resolve,8059,744,
dispute,1,2,10.0
resolve,50343,106,
withdrawal,abc,123,10.5
withdrawal,23992,1327,8985.17422
chargeback,50544,711,
deposit,55869,1328,3341.4171
withdrawal,42556,1329,1570.69
deposit,1,2,-50.0
chargeback,16874,915,
withdrawal,43159,1330,2527.27768
deposit,9630,1331,6265.4561979
withdrawal,24836,1332,1554.21502542
dispute,12783,65,
withdrawal,23114,1333,6426.8784
dispute,61183,87,
deposit,31984,1334,9138.9195
chargeback,36496,15,
dispute,17594,1246,
resolve,13388,326,
withdrawal,5072,1335,1482.28563
chargeback,4992,763,
deposit,1254,1336,5835.518780
withdrawal,6835,1337,494.12849533
withdrawal,38949,1338,7952.27231
dispute,31987,1210,
dispute,12588,293,
resolve,33042,527,
withdrawal,21157,1339,8739.7648
resolve,20040,190,
resolve,8894,192,
resolve,12451,19,
deposit,36185,1340,6197.870094
resolve,39677,783,
resolve,49527,450,
chargeback,24117,43,
resolve,10082,402,
dispute,53994,179,
resolve,19596,1104,
withdrawal,7463,1341,6657.8179
resolve,64894,476,
resolve,21021,1184,
dispute,56907,521,
dispute,42405,1052,
withdrawal,33135,1342,8112.88811
deposit,19480,1343,936.50467071
withdrawal,29545,1344,4791.179
dispute,39093,1003,
resolve,31660,629,
chargeback,17904,1197,
resolve,55726,1039,
deposit,26256,1345,5917.31
chargeback,51779,331,
withdrawal,25228,1346,9076.64
resolve,14538,322,
withdrawal,30752,1347,1269.40
chargeback,56787,477,
deposit,48224,1348,6660.387
resolve,35458,1185,
randomtype,1,2,5.0
chargeback,43514,109,
deposit,14559,1349,1372.4570
resolve,53021,356,
resolve,18639,1077,
deposit,9491,1350,6660.6372
resolve,38836,223,
deposit,4885,1351,7928.322820
chargeback,3580,930,
resolve,26256,1345,
resolve,20213,897,
withdrawal,26715,1352,8409.630807
dispute,58872,151,
chargeback,62015,884,
withdrawal,9415,1353,5251.50675544
deposit,49050,1354,7338.631119
deposit,4313,1355,5522.327
dispute,31521,181,
chargeback,21610,1089,
deposit,1003,1356,5840.68158
withdrawal,23255,1357,4295.06199
withdrawal,24123,1358,3107.9931
chargeback,50721,494,
resolve,39274,388,
chargeback,1277,1187,
chargeback,62015,884,
resolve,51779,331,
dispute,37981,1156,
dispute,35522,1,
resolve,43562,157,
withdrawal,35673,1359,5981.09565
chargeback,21204,1278,
deposit,35493,1360,7086.58657
chargeback,40928,56,
chargeback,53265,784,
dispute,28114,9,
withdrawal,986,1361,6410.85
deposit,44989,1362,2922.45529240
chargeback,20603,1162,
deposit,49045,1363,5160.38033
chargeback,8044,551,
resolve,6061,319,
dispute,33571,573,
deposit,58489,1364,9007.507895
resolve,5072,1335,
withdrawal,55928,1365,194.83521
chargeback,5074,832,
resolve,22332,1191,
deposit,32832,1366,5834.066
resolve,21518,66,
chargeback,8617,775,
chargeback,5928,253,
withdrawal,12006,1367,3306.4481114
dispute,40817,1123,
chargeback,14024,58,
dispute,32540,398,
deposit,25270,1368,4354.1623
deposit,9611,1369,6900.7013813
withdrawal,43563,1370,8416.22
resolve,42176,142,
chargeback,24448,929,
chargeback,13851,668,
withdrawal,40878,1371,1292.9021216
deposit,51490,1372,4142.86457
resolve,3630,113,
withdrawal,57809,1373,4147.9320
chargeback,50452,1159,
resolve,48132,1309,
withdrawal,55972,1374,787.275156
resolve,56416,311,
resolve,17185,35,
chargeback,40470,298,
resolve,27615,893,
resolve,43194,1040,
withdrawal,57390,1375,7431.1710146
resolve,9444,1160,
withdrawal,40628,1376,3320.228
dispute,58245,218,
deposit,54225,1377,4681.15616
dispute,44055,564,
chargeback,50901,795,
withdrawal,24579,1378,5304.0043
withdrawal,53753,1379,5005.99839405
chargeback,36235,42,
dispute,2093,515,
withdrawal,17986,1380,2283.95
chargeback,39099,1154,
resolve,13388,326,
chargeback,40176,1217,
chargeback,47471,695,
dispute,31592,941,
deposit,44673,1381,5668.0670
chargeback,29597,566,
dispute,1695,453,
withdrawal,44718,1382,526.561
withdrawal,28119,1383,8951.00
resolve,37399,153,
dispute,26793,220,
dispute,11006,1300,
chargeback,43585,1120,
deposit,2200,1384,3553.468
dispute,32592,32,
deposit,43855,1385,9933.5340367
chargeback,19817,241,
chargeback,13761,956,
dispute,23453,1220,
chargeback,4552,692,
dispute,24155,1180,
chargeback,62015,884,
deposit,55964,1386,3157.69
dispute,58893,1259,
withdrawal,8890,1387,9666.0839
deposit,33638,1388,504.285
withdrawal,36968,1389,3389.59316
deposit,35333,1390,5198.9107919
chargeback,29496,489,
deposit,6045,1391,9348.2181
deposit,63878,1392,5725.96633
chargeback,36759,1107,
resolve,41197,439,
deposit,20315,1393,6109.35470
chargeback,24762,36,
resolve,44887,368,
resolve,42528,765,
chargeback,36579,908,
resolve,41227,1005,
deposit,42809,1394,7586.284
chargeback,20267,1241,
deposit,50796,1395,8989.45255
deposit,48344,1396,6193.52
dispute,41490,656,
dispute,39287,767,
chargeback,58612,24,
chargeback,59377,1174,
deposit,28390,1397,4660.0546
dispute,53771,482,
deposit,11323,1398,839.5700
deposit,4110,1399,3251.28905
dispute,55972,1374,
resolve,17839,78,
chargeback,6663,202,
deposit,29863,1400,6749.29968
dispute,28956,1215,
deposit,55669,1401,5109.34
withdrawal,52289,1402,2975.33690
resolve,35493,1360,
dispute,1014,347,
resolve,50098,51,
deposit,6287,1403,1318.516
deposit,65533,1404,7484.48470035
deposit,63955,1405,4288.5949926
deposit,704,1406,6675.07837
dispute,10401,1101,
chargeback,7299,824,
withdrawal,32221,1407,9637.456
resolve,55136,1297,
dispute,62811,886,
withdrawal,6474,1408,6775.681
dispute,37653,446,
chargeback,58385,229,
deposit,37460,1409,8213.268
withdrawal,29106,1410,5878.913
withdrawal,28935,1411,4799.14404
resolve,29508,193,
withdrawal,17898,1412,6713.946
chargeback,38071,810,
dispute,59922,287,
deposit,61366,1413,107.90355
resolve,61233,517,
resolve,17698,294,
withdrawal,1207,1414,4487.55878
chargeback,4499,911,
deposit,14910,1415,4064.732123
withdrawal,25938,1416,9907.309850
withdrawal,25326,1417,8079.0433135
chargeback,34176,616,
deposit,57806,1418,5251.804
withdrawal,6610,1419,4034.6359853
chargeback,2795,176,
resolve,52383,1225,
deposit,4384,1420,920.639
deposit,49134,1421,706.2328066
chargeback,6477,468,
dispute,1355,1247,
deposit,21531,1422,2009.90250239
resolve,13849,204,
resolve,45468,231,
withdrawal,48743,1423,7657.546
resolve,64529,563,
deposit,36470,1424,2534.51491042
chargeback,56174,308,
resolve,40176,1217,
deposit,27281,1425,5613.3422
resolve,6349,690,
chargeback,938,1256,
withdrawal,26059,1426,5987.2970967
chargeback,29659,681,
resolve,24836,1332,
chargeback,16455,997,
chargeback,16852,306,
dispute,48224,1348,
deposit,17288,1427,5631.78430922
dispute,32744,285,
withdrawal,41101,1428,4386.36311553
resolve,30472,337,
withdrawal,43065,1429,6946.65356970
chargeback,32813,982,
deposit,2553,1430,2177.7487
deposit,60772,1431,3603.566333
withdrawal,64806,1432,4037.33153662
deposit,51565,1433,3126.90
deposit,34875,1434,2695.6113171
dispute,6349,690,
dispute,5437,644,
chargeback,58245,218,
chargeback,34526,1079,
deposit,5713,1435,9990.32348
dispute,13610,625,
resolve,35333,1390,
deposit,62092,1436,2370.3129959
resolve,37241,596,
deposit,5941,1437,6722.0146529
chargeback,50949,53,
resolve,16887,183,
withdrawal,23671,1438,8110.9060342
resolve,60232,149,
chargeback,42026,338,
chargeback,12728,85,
chargeback,19835,1209,
deposit,8979,1439,6478.52
dispute,23749,779,
chargeback,41922,740,
withdrawal,abc,123,10.5
chargeback,35991,845,
dispute,1254,1336,
deposit,1,2,10.0,extra
withdrawal,18618,1440,3846.82588692
withdrawal,64541,1441,7676.82630
dispute,40158,1113,
resolve,62638,444,
withdrawal,34729,1442,2770.32990
deposit,40427,1443,5672.89
chargeback,6509,457,
withdrawal,34989,1444,2588.81909
chargeback,11425,645,
dispute,16335,1260,
chargeback,33053,103,
resolve,31093,1020,
resolve,23548,1144,
resolve,47533,635,
chargeback,33034,600,
withdrawal,12350,1445,9975.43641
deposit,48886,1446,634.47635185
chargeback,44673,1381,
dispute,56416,311,
chargeback,8890,1387,
resolve,26092,815,
withdrawal,31368,1447,9273.18954420
dispute,44989,1362,
resolve,64441,412,
withdrawal,27659,1448,179.3895
withdrawal,17449,1449,1995.38119
chargeback,54162,416,
withdrawal,33976,1450,6712.91638709
deposit,35390,1451,5773.551259
dispute,31660,629,
chargeback,55968,266,
resolve,54340,859,
withdrawal,43334,1452,1894.865320
chargeback,19835,1209,
chargeback,49591,371,
dispute,42916,447,
withdrawal,1180,1453,3329.883
withdrawal,58522,1454,3448.748
resolve,23548,1144,
deposit,32315,1455,5240.87041626
chargeback,29889,334,
withdrawal,7571,1456,3098.312097
deposit,56011,1457,6623.2066
dispute,25393,496,
withdrawal,20933,1458,2213.06620441
withdrawal,60695,1459,8811.71721689
resolve,54340,859,
dispute,53753,1379,
deposit,9034,1460,860.429
deposit,38454,1461,2109.17
chargeback,2130,290,
resolve,5928,253,
chargeback,4602,912,
withdrawal,16804,1462,6695.066
withdrawal,53625,1463,7491.12559
withdrawal,39042,1464,9495.458428
deposit,27060,1465,7896.9375518
withdrawal,35435,1466,8143.961
deposit,29730,1467,8505.632
withdrawal,30808,1468,3615.07555270
deposit,49807,1469,8077.797
resolve,38258,490,
dispute,32592,32,
chargeback,24464,205,
deposit,34538,1470,2119.425
chargeback,57820,405,
resolve,42102,431,
deposit,54739,1471,5222.77
deposit,16409,1472,8949.58001
withdrawal,44845,1473,10.734086
resolve,24433,610,
dispute,49914,226,
dispute,52123,973,
dispute,4552,692,
chargeback,61233,517,
chargeback,31326,768,
deposit,23321,1474,8306.4680
deposit,36578,1475,1755.43145432
deposit,42275,1476,2588.71017
dispute,50602,913,
dispute,1,2,10.0
deposit,14964,1477,4808.93430957
dispute,50343,106,
withdrawal,55771,1478,7067.402512
dispute,9033,154,
chargeback,53932,923,
resolve,24239,197,
dispute,57569,542,
withdrawal,18553,1479,3497.0839541
chargeback,61144,166,
dispute,49707,238,
resolve,54181,1315,
chargeback,2854,876,
resolve,49457,706,
dispute,39652,519,
deposit,38946,1480,7764.271766
resolve,39652,519,
chargeback,34913,729,
dispute,37460,1409,
resolve,32221,1407,
resolve,49134,1421,
withdrawal,59659,1481,8622.61
chargeback,35005,22,
resolve,16409,1472,
resolve,19531,972,
dispute,34143,989,
dispute,18523,716,
dispute,2854,876,
resolve,21021,1184,
deposit,26272,1482,5132.26049752
dispute,24259,324,
resolve,23009,727,
deposit,21513,1483,9627.87
deposit,53799,1484,6598.3535
chargeback,19196,1114,
deposit,1,2,10.0,extra
dispute,10736,1322,
deposit,26423,1485,7971.85490617
chargeback,32363,277,
resolve,60774,256,
deposit,15620,1486,7623.235
dispute,32626,297,
dispute,21721,1146,
withdrawal,7547,1487,206.2064682
chargeback,30657,1078,
withdrawal,62771,1488,5095.2967
resolve,60326,866,
resolve,38946,1480,
dispute,9450,448,
resolve,31057,304,
deposit,62318,1489,6616.867321
withdrawal,22964,1490,3212.314
dispute,64388,837,
dispute,60736,709,
withdrawal,42497,1491,7588.260
deposit,56696,1492,3750.34302
dispute,49050,1354,
resolve,38443,787,
chargeback,38306,348,
resolve,10437,585,
chargeback,44745,944,
chargeback,42096,232,
withdrawal,54420,1493,1178.0282248
chargeback,48300,914,
resolve,63912,949,
deposit,32294,1494,9371.51151771
chargeback,47785,170,
dispute,34729,1442,
withdrawal,28538,1495,7507.61559
withdrawal,37114,1496,839.705643
deposit,28653,1497,3476.60639915
withdrawal,37053,1498,5398.539
withdrawal,45393,1499,8501.687870
withdrawal,2043,1500,7675.0465
deposit,2146,1501,9997.90751139
resolve,41185,592,
chargeback,34562,345,
dispute,33735,1221,
withdrawal,1208,1502,983.005
deposit,13178,1503,5752.6551
dispute,29048,1231,
resolve,12783,65,
withdrawal,26511,1504,6093.820936
deposit,28864,1505,311.32359296
dispute,19804,906,
withdrawal,29775,1506,239.89043717
chargeback,12665,133,
deposit,49378,1507,4030.64661702
withdrawal,17071,1508,6302.980
chargeback,57809,1373,
withdrawal,23633,1509,1444.3028
deposit,14488,1510,5186.25
resolve,43563,1370,
dispute,8776,898,
dispute,58236,901,
deposit,52098,1511,4893.324
deposit,48459,1512,789.89316989
dispute,1029,300,
deposit,216,1513,9646.414
withdrawal,21169,1514,5257.79731683
dispute,49707,238,
withdrawal,39485,1515,8232.28
chargeback,7188,432,
chargeback,9630,1331,
dispute,43187,1274,
dispute,22035,227,
resolve,65249,1199,
dispute,8378,945,
chargeback,28538,1495,
withdrawal,44899,1516,2379.68
withdrawal,19715,1517,2814.6216799
dispute,9419,7,
withdrawal,14209,1518,9704.67
resolve,1965,856,
resolve,6474,1408,
chargeback,16769,619,
deposit,14497,1519,4017.45048284
dispute,31230,487,
deposit,34392,1520,9358.2899
deposit,39327,1521,102.2169
resolve,5437,644,
withdrawal,19606,1522,7338.04787
deposit,33873,1523,5889.5044
deposit,16534,1524,5346.03900236
chargeback,39042,1464,
resolve,36235,42,
dispute,5214,80,
dispute,12309,1153,
dispute,1,2,10.0
resolve,57806,1418,
deposit,18451,1525,4251.42429922
resolve,32975,46,
resolve,7547,1487,
resolve,43128,188,
deposit,40458,1526,8208.2715107
chargeback,10916,152,
resolve,42433,745,
chargeback,62015,884,
withdrawal,15094,1527,8843.137
dispute,38877,296,
dispute,57423,321,
dispute,63738,96,
dispute,38443,787,
dispute,778,1289,
dispute,59659,1481,
chargeback,60772,1431,
chargeback,13738,793,
dispute,53819,999,
deposit,44328,1528,6454.33371
deposit,45887,1529,7256.77015021
deposit,39314,1530,1859.379110
withdrawal,22441,1531,4921.54885332
withdrawal,47061,1532,8456.6963
deposit,47301,1533,6859.0263
chargeback,11369,976,
withdrawal,27622,1534,514.5767
chargeback,23595,427,
resolve,11717,429,
deposit,683,1535,6656.497858
chargeback,24239,197,
withdrawal,56384,1536,8705.902675
dispute,8420,158,
deposit,2876,1537,4355.198128
resolve,704,1406,
deposit,43708,1538,8080.10168
dispute,1396,864,
deposit,63942,1539,7498.63339
chargeback,12886,400,
withdrawal,40009,1540,497.1891
chargeback,38928,674,
chargeback,14964,1477,
resolve,63294,571,
deposit,41318,1541,8560.0386
resolve,36394,364,
dispute,34199,1238,
dispute,40371,632,
deposit,37139,1542,104.4198
deposit,40031,1543,7168.00948
deposit,18439,1544,4916.5356059
resolve,36555,829,
deposit,948,1545,1405.32330369
chargeback,30970,279,
withdrawal,abc,123,10.5
chargeback,37270,836,
resolve,49807,1469,
chargeback,40928,56,
withdrawal,25471,1546,5928.86
deposit,48465,1547,341.00900
withdrawal,7283,1548,6217.5086
withdrawal,17572,1549,245.18
resolve,3524,83,
chargeback,20272,615,
withdrawal,abc,123,10.5
chargeback,12164,548,
deposit,47742,1550,8265.88882
withdrawal,5697,1551,9773.584928
withdrawal,18649,1552,3592.608
chargeback,32757,1321,
chargeback,64362,352,
withdrawal,2213,1553,3759.77068
resolve,64801,755,
deposit,1,2,10.0,extra
resolve,19606,1522,
resolve,54387,307,
withdrawal,3163,1554,8962.2177733
dispute,1,2,10.0
withdrawal,abc,123,10.5
chargeback,58819,112,
withdrawal,54551,1555,2503.222
deposit,54340,1556,8733.309
dispute,21277,769,
chargeback,11808,1048,
withdrawal,3899,1557,6849.9259880
chargeback,1207,1414,
deposit,30140,1558,1716.954775
chargeback,43694,320,
resolve,64740,1132,
withdrawal,54619,1559,3003.79661166
dispute,1,2,10.0
deposit
deposit,45892,1560,3919.903
dispute,17727,617,
chargeback,2017,741,
chargeback,5156,714,
chargeback,63174,558,
deposit,54103,1561,1818.71121
withdrawal,3878,1562,9807.23
dispute,38071,810,
withdrawal,52838,1563,5087.0943
chargeback,40371,632,
resolve,38258,490,
resolve,65533,1404,
chargeback,18535,318,
chargeback,16940,1177,
deposit,27341,1564,6484.986
chargeback,34669,464,
withdrawal,23613,1565,6125.16729677
withdrawal,abc,123,10.5
chargeback,15603,817,
resolve,2043,1500,
resolve,9676,927,
dispute,58744,595,
deposit,49403,1566,3475.79289
resolve,37139,1542,
resolve,55771,1478,
withdrawal,26507,1567,8376.007624
dispute,39538,1023,
dispute,52873,555,
withdrawal,41495,1568,8821.10
dispute,9537,314,
resolve,20518,798,
resolve,35974,460,
withdrawal,37361,1569,6300.2568448
chargeback,54860,1018,
chargeback,38509,1239,
deposit,15516,1570,6215.9013
dispute,11102,510,
dispute,57651,988,
deposit,2005,1571,6496.3531
withdrawal,16579,1572,6919.14
resolve,59746,1318,
deposit,14353,1573,9548.010622
deposit,25216,1574,411.09
deposit,48151,1575,81.35
dispute,50778,666,
withdrawal,15395,1576,7429.55643729
chargeback,49838,249,
dispute,1609,1265,
resolve,40470,943,
chargeback,9609,987,
withdrawal,18317,1577,7672.3182
withdrawal,40652,1578,9955.390
chargeback,13924,889,
dispute,13178,1503,
resolve,58173,1038,
deposit,22964,1579,3531.9756301
